timestamp_utc,agent,status,iteration,completed,last_latency_ms,last_error,pid,pid_cpu_pct,pid_rss_kb,host_load_1m,host_load_5m,host_load_15m
2026-04-13T20:43:44.703091+00:00,AGENTE_02_REVISOR_PERFORMANCE,done,30,30,782,,81730,0.0,0,7.282,8.398,8.456
2026-04-13T20:43:44.703091+00:00,AGENTE_01_INTEGRADOR_REPO,running,30,29,1641,,81729,0.1,21412,7.282,8.398,8.456
2026-04-13T20:43:44.703091+00:00,AGENTE_04_REVISOR_UX,running,28,27,1191,,81732,0.1,21500,7.282,8.398,8.456
2026-04-13T20:43:44.703091+00:00,AGENTE_07_ANALISTA,done,30,30,978,,81735,0.0,0,7.282,8.398,8.456
2026-04-13T20:43:45.897268+00:00,AGENTE_09_GENERADOR,running,29,28,424,,81737,0.0,21592,7.259,8.375,8.447
2026-04-13T20:43:45.897268+00:00,AGENTE_03_REVISOR_SEGURIDAD,running,29,28,765,,81731,0.1,21396,7.259,8.375,8.447
2026-04-13T20:43:45.897268+00:00,AGENTE_08_ARQUITECTO,done,30,30,911,,81736,0.0,0,7.259,8.375,8.447
2026-04-13T20:43:45.897268+00:00,AGENTE_06_ORQUESTADOR_CENTRAL,running,26,25,1346,,81734,0.0,21616,7.259,8.375,8.447
2026-04-13T20:43:45.897268+00:00,AGENTE_10_ORGANIZADOR,running,28,27,1152,,81738,0.0,21492,7.259,8.375,8.447
2026-04-13T20:43:45.897268+00:00,AGENTE_05_MAESTRO_BAGO,running,29,28,967,,81733,0.0,21472,7.259,8.375,8.447
2026-04-13T20:43:45.897268+00:00,AGENTE_02_REVISOR_PERFORMANCE,done,30,30,782,,81730,0.0,0,7.259,8.375,8.447
2026-04-13T20:43:45.897268+00:00,AGENTE_01_INTEGRADOR_REPO,done,30,30,458,,81729,0.0,0,7.259,8.375,8.447
2026-04-13T20:43:45.897268+00:00,AGENTE_04_REVISOR_UX,running,30,29,312,,81732,0.0,0,7.259,8.375,8.447
2026-04-13T20:43:45.897268+00:00,AGENTE_07_ANALISTA,done,30,30,978,,81735,0.0,0,7.259,8.375,8.447
2026-04-13T20:43:47.131815+00:00,AGENTE_09_GENERADOR,done,30,30,949,,81737,0.0,0,7.259,8.375,8.447
2026-04-13T20:43:47.131815+00:00,AGENTE_03_REVISOR_SEGURIDAD,running,30,29,930,,81731,0.0,21396,7.259,8.375,8.447
2026-04-13T20:43:47.131815+00:00,AGENTE_08_ARQUITECTO,done,30,30,911,,81736,0.0,0,7.259,8.375,8.447
2026-04-13T20:43:47.131815+00:00,AGENTE_06_ORQUESTADOR_CENTRAL,running,27,26,779,,81734,0.0,21616,7.259,8.375,8.447
2026-04-13T20:43:47.131815+00:00,AGENTE_10_ORGANIZADOR,running,29,28,1254,,81738,0.0,21492,7.259,8.375,8.447
2026-04-13T20:43:47.131815+00:00,AGENTE_05_MAESTRO_BAGO,running,29,28,967,,81733,0.0,21472,7.259,8.375,8.447
2026-04-13T20:43:47.131815+00:00,AGENTE_02_REVISOR_PERFORMANCE,done,30,30,782,,81730,0.0,0,7.259,8.375,8.447
2026-04-13T20:43:47.131815+00:00,AGENTE_01_INTEGRADOR_REPO,done,30,30,458,,81729,0.0,0,7.259,8.375,8.447
2026-04-13T20:43:47.131815+00:00,AGENTE_04_REVISOR_UX,done,30,30,842,,81732,0.0,0,7.259,8.375,8.447
2026-04-13T20:43:47.131815+00:00,AGENTE_07_ANALISTA,done,30,30,978,,81735,0.0,0,7.259,8.375,8.447
2026-04-13T20:43:48.392372+00:00,AGENTE_09_GENERADOR,done,30,30,949,,81737,0.0,0,7.259,8.375,8.447
2026-04-13T20:43:48.392372+00:00,AGENTE_03_REVISOR_SEGURIDAD,done,30,30,672,simulated_timeout,81731,0.0,0,7.259,8.375,8.447
2026-04-13T20:43:48.392372+00:00,AGENTE_08_ARQUITECTO,done,30,30,911,,81736,0.0,0,7.259,8.375,8.447
2026-04-13T20:43:48.392372+00:00,AGENTE_06_ORQUESTADOR_CENTRAL,running,28,27,993,,81734,0.0,21616,7.259,8.375,8.447
2026-04-13T20:43:48.392372+00:00,AGENTE_10_ORGANIZADOR,done,30,30,1074,,81738,0.0,0,7.259,8.375,8.447
2026-04-13T20:43:48.392372+00:00,AGENTE_05_MAESTRO_BAGO,done,30,30,985,,81733,0.0,0,7.259,8.375,8.447
2026-04-13T20:43:48.392372+00:00,AGENTE_02_REVISOR_PERFORMANCE,done,30,30,782,,81730,0.0,0,7.259,8.375,8.447
2026-04-13T20:43:48.392372+00:00,AGENTE_01_INTEGRADOR_REPO,done,30,30,458,,81729,0.0,0,7.259,8.375,8.447
2026-04-13T20:43:48.392372+00:00,AGENTE_04_REVISOR_UX,done,30,30,842,,81732,0.0,0,7.259,8.375,8.447
2026-04-13T20:43:48.392372+00:00,AGENTE_07_ANALISTA,done,30,30,978,,81735,0.0,0,7.259,8.375,8.447
2026-04-13T20:43:49.693910+00:00,AGENTE_09_GENERADOR,done,30,30,949,,81737,0.0,0,7.259,8.375,8.447
2026-04-13T20:43:49.693910+00:00,AGENTE_03_REVISOR_SEGURIDAD,done,30,30,672,simulated_timeout,81731,0.0,0,7.259,8.375,8.447
2026-04-13T20:43:49.693910+00:00,AGENTE_08_ARQUITECTO,done,30,30,911,,81736,0.0,0,7.259,8.375,8.447
2026-04-13T20:43:49.693910+00:00,AGENTE_06_ORQUESTADOR_CENTRAL,running,30,29,862,,81734,0.0,0,7.259,8.375,8.447
2026-04-13T20:43:49.693910+00:00,AGENTE_10_ORGANIZADOR,done,30,30,1074,,81738,0.0,0,7.259,8.375,8.447
2026-04-13T20:43:49.693910+00:00,AGENTE_05_MAESTRO_BAGO,done,30,30,985,,81733,0.0,0,7.259,8.375,8.447
2026-04-13T20:43:49.693910+00:00,AGENTE_02_REVISOR_PERFORMANCE,done,30,30,782,,81730,0.0,0,7.259,8.375,8.447
2026-04-13T20:43:49.693910+00:00,AGENTE_01_INTEGRADOR_REPO,done,30,30,458,,81729,0.0,0,7.259,8.375,8.447
2026-04-13T20:43:49.693910+00:00,AGENTE_04_REVISOR_UX,done,30,30,842,,81732,0.0,0,7.259,8.375,8.447
2026-04-13T20:43:49.693910+00:00,AGENTE_07_ANALISTA,done,30,30,978,,81735,0.0,0,7.259,8.375,8.447
2026-04-13T20:43:51.078982+00:00,AGENTE_09_GENERADOR,done,30,30,949,,81737,0.0,0,7.238,8.352,8.438
2026-04-13T20:43:51.078982+00:00,AGENTE_03_REVISOR_SEGURIDAD,done,30,30,672,simulated_timeout,81731,0.0,0,7.238,8.352,8.438
2026-04-13T20:43:51.078982+00:00,AGENTE_08_ARQUITECTO,done,30,30,911,,81736,0.0,0,7.238,8.352,8.438
2026-04-13T20:43:51.078982+00:00,AGENTE_06_ORQUESTADOR_CENTRAL,done,30,30,256,,81734,0.0,0,7.238,8.352,8.438
2026-04-13T20:43:51.078982+00:00,AGENTE_10_ORGANIZADOR,done,30,30,1074,,81738,0.0,0,7.238,8.352,8.438
2026-04-13T20:43:51.078982+00:00,AGENTE_05_MAESTRO_BAGO,done,30,30,985,,81733,0.0,0,7.238,8.352,8.438
2026-04-13T20:43:51.078982+00:00,AGENTE_02_REVISOR_PERFORMANCE,done,30,30,782,,81730,0.0,0,7.238,8.352,8.438
2026-04-13T20:43:51.078982+00:00,AGENTE_01_INTEGRADOR_REPO,done,30,30,458,,81729,0.0,0,7.238,8.352,8.438
2026-04-13T20:43:51.078982+00:00,AGENTE_04_REVISOR_UX,done,30,30,842,,81732,0.0,0,7.238,8.352,8.438
2026-04-13T20:43:51.078982+00:00,AGENTE_07_ANALISTA,done,30,30,978,,81735,0.0,0,7.238,8.352,8.438
